promo_id,store_id,store_name,province,item_id,item_name,category,start_date,end_date,duration_days,discount_pct,promo_type
511,1,Sydney CBD,New South Wales,26,Dishwashing Liquid 500ml,Household,2024-02-10,2024-02-21,12,30.0,Catalogue
512,1,Sydney CBD,New South Wales,26,Dishwashing Liquid 500ml,Household,2025-09-17,2025-09-25,9,25.0,Catalogue
513,1,Sydney CBD,New South Wales,26,Dishwashing Liquid 500ml,Household,2024-04-22,2024-04-30,9,15.0,In-Store Display
514,1,Sydney CBD,New South Wales,26,Dishwashing Liquid 500ml,Household,2025-02-22,2025-03-06,13,20.0,Catalogue
515,1,Sydney CBD,New South Wales,26,Dishwashing Liquid 500ml,Household,2024-12-29,2025-01-02,5,10.0,In-Store Display
516,1,Sydney CBD,New South Wales,26,Dishwashing Liquid 500ml,Household,2025-07-20,2025-07-29,10,25.0,Catalogue
517,1,Sydney CBD,New South Wales,26,Dishwashing Liquid 500ml,Household,2024-06-03,2024-06-09,7,20.0,Catalogue
518,1,Sydney CBD,New South Wales,26,Dishwashing Liquid 500ml,Household,2023-08-30,2023-09-05,7,25.0,Catalogue
519,1,Sydney CBD,New South Wales,26,Dishwashing Liquid 500ml,Household,2024-08-24,2024-08-31,8,10.0,In-Store Display
520,1,Sydney CBD,New South Wales,26,Dishwashing Liquid 500ml,Household,2023-01-10,2023-01-14,5,10.0,In-Store Display
521,1,Sydney CBD,New South Wales,26,Dishwashing Liquid 500ml,Household,2025-12-24,2025-12-28,5,20.0,Catalogue
522,1,Sydney CBD,New South Wales,26,Dishwashing Liquid 500ml,Household,2023-08-03,2023-08-09,7,30.0,Catalogue
523,1,Sydney CBD,New South Wales,26,Dishwashing Liquid 500ml,Household,2023-05-26,2023-06-02,8,20.0,Catalogue
524,1,Sydney CBD,New South Wales,27,Paper Towel 4pk,Household,2023-09-26,2023-10-06,11,10.0,In-Store Display
525,1,Sydney CBD,New South Wales,27,Paper Towel 4pk,Household,2025-02-04,2025-02-17,14,10.0,In-Store Display
526,1,Sydney CBD,New South Wales,27,Paper Towel 4pk,Household,2023-02-08,2023-02-17,10,20.0,Catalogue
527,1,Sydney CBD,New South Wales,27,Paper Towel 4pk,Household,2025-03-30,2025-04-05,7,20.0,Catalogue
528,1,Sydney CBD,New South Wales,27,Paper Towel 4pk,Household,2025-05-24,2025-06-01,9,10.0,In-Store Display
529,1,Sydney CBD,New South Wales,27,Paper Towel 4pk,Household,2024-03-19,2024-03-29,11,50.0,Clearance
530,1,Sydney CBD,New South Wales,27,Paper Towel 4pk,Household,2024-01-21,2024-01-28,8,30.0,Catalogue
531,1,Sydney CBD,New South Wales,27,Paper Towel 4pk,Household,2024-06-11,2024-06-16,6,30.0,Catalogue
532,1,Sydney CBD,New South Wales,27,Paper Towel 4pk,Household,2025-10-29,2025-11-10,13,25.0,Catalogue
533,1,Sydney CBD,New South Wales,27,Paper Towel 4pk,Household,2023-10-21,2023-11-03,14,10.0,In-Store Display
534,1,Sydney CBD,New South Wales,27,Paper Towel 4pk,Household,2024-09-29,2024-10-09,11,20.0,Catalogue
535,1,Sydney CBD,New South Wales,27,Paper Towel 4pk,Household,2023-04-10,2023-04-16,7,30.0,Catalogue
536,1,Sydney CBD,New South Wales,27,Paper Towel 4pk,Household,2023-06-30,2023-07-04,5,10.0,In-Store Display
537,1,Sydney CBD,New South Wales,27,Paper Towel 4pk,Household,2025-09-06,2025-09-17,12,50.0,Clearance
538,1,Sydney CBD,New South Wales,27,Paper Towel 4pk,Household,2023-03-11,2023-03-17,7,10.0,In-Store Display
539,1,Sydney CBD,New South Wales,27,Paper Towel 4pk,Household,2024-11-04,2024-11-17,14,30.0,Catalogue
540,1,Sydney CBD,New South Wales,27,Paper Towel 4pk,Household,2023-11-19,2023-11-24,6,15.0,In-Store Display
541,1,Sydney CBD,New South Wales,27,Paper Towel 4pk,Household,2024-12-15,2024-12-25,11,25.0,Catalogue
542,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2024-06-25,2024-07-02,8,25.0,Catalogue
543,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2023-07-15,2023-07-24,10,30.0,Catalogue
544,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2023-01-30,2023-02-06,8,10.0,In-Store Display
545,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2023-05-16,2023-05-28,13,30.0,Catalogue
546,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2024-11-02,2024-11-12,11,30.0,Catalogue
547,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2025-01-20,2025-01-26,7,25.0,Catalogue
548,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2025-08-04,2025-08-08,5,25.0,Catalogue
549,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2023-04-18,2023-05-01,14,30.0,Catalogue
550,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2023-01-09,2023-01-15,7,30.0,Catalogue
551,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2024-08-11,2024-08-15,5,30.0,Catalogue
552,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2023-08-17,2023-08-22,6,10.0,In-Store Display
553,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2025-09-15,2025-09-20,6,50.0,Clearance
554,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2024-03-20,2024-03-30,11,30.0,Catalogue
555,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2023-11-19,2023-12-02,14,10.0,In-Store Display
556,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2025-12-16,2025-12-22,7,20.0,Catalogue
557,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2023-03-23,2023-03-28,6,30.0,Catalogue
558,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2024-12-25,2024-12-29,5,10.0,In-Store Display
559,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2025-04-04,2025-04-14,11,50.0,Clearance
560,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2024-12-05,2024-12-10,6,50.0,Clearance
561,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2024-01-19,2024-01-25,7,25.0,Catalogue
562,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2024-02-19,2024-02-26,8,25.0,Catalogue
563,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2023-10-11,2023-10-21,11,30.0,Catalogue
564,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2024-09-14,2024-09-19,6,20.0,Catalogue
565,1,Sydney CBD,New South Wales,28,Sunscreen SPF50+ 200ml,Household,2025-03-01,2025-03-12,12,30.0,Catalogue
566,1,Sydney CBD,New South Wales,29,Insect Repellent 150ml,Household,2023-10-03,2023-10-13,11,30.0,Catalogue
567,1,Sydney CBD,New South Wales,29,Insect Repellent 150ml,Household,2025-11-20,2025-11-29,10,25.0,Catalogue
568,1,Sydney CBD,New South Wales,29,Insect Repellent 150ml,Household,2024-08-29,2024-09-03,6,25.0,Catalogue
569,1,Sydney CBD,New South Wales,29,Insect Repellent 150ml,Household,2025-06-26,2025-07-06,11,15.0,In-Store Display
570,1,Sydney CBD,New South Wales,29,Insect Repellent 150ml,Household,2023-01-11,2023-01-16,6,25.0,Catalogue
571,1,Sydney CBD,New South Wales,29,Insect Repellent 150ml,Household,2023-12-28,2024-01-02,6,10.0,In-Store Display
572,1,Sydney CBD,New South Wales,29,Insect Repellent 150ml,Household,2023-11-13,2023-11-17,5,15.0,In-Store Display
573,1,Sydney CBD,New South Wales,29,Insect Repellent 150ml,Household,2023-09-04,2023-09-16,13,50.0,Clearance
574,1,Sydney CBD,New South Wales,29,Insect Repellent 150ml,Household,2024-07-09,2024-07-14,6,15.0,In-Store Display
575,1,Sydney CBD,New South Wales,29,Insect Repellent 150ml,Household,2025-08-20,2025-08-29,10,10.0,In-Store Display
576,1,Sydney CBD,New South Wales,29,Insect Repellent 150ml,Household,2023-03-24,2023-04-03,11,15.0,In-Store Display
577,1,Sydney CBD,New South Wales,29,Insect Repellent 150ml,Household,2024-10-01,2024-10-11,11,15.0,In-Store Display
578,1,Sydney CBD,New South Wales,29,Insect Repellent 150ml,Household,2024-05-05,2024-05-16,12,50.0,Clearance
579,1,Sydney CBD,New South Wales,29,Insect Repellent 150ml,Household,2025-04-12,2025-04-23,12,20.0,Catalogue
580,1,Sydney CBD,New South Wales,29,Insect Repellent 150ml,Household,2025-01-11,2025-01-19,9,25.0,Catalogue
581,1,Sydney CBD,New South Wales,29,Insect Repellent 150ml,Household,2025-09-15,2025-09-21,7,10.0,In-Store Display
582,1,Sydney CBD,New South Wales,29,Insect Repellent 150ml,Household,2023-02-02,2023-02-09,8,30.0,Catalogue
583,1,Sydney CBD,New South Wales,30,Firelighters 24pk,Household,2023-08-02,2023-08-13,12,10.0,In-Store Display
584,1,Sydney CBD,New South Wales,30,Firelighters 24pk,Household,2023-06-20,2023-06-24,5,15.0,In-Store Display
585,1,Sydney CBD,New South Wales,30,Firelighters 24pk,Household,2024-04-05,2024-04-14,10,20.0,Catalogue
586,1,Sydney CBD,New South Wales,30,Firelighters 24pk,Household,2023-11-20,2023-12-01,12,20.0,Catalogue
587,1,Sydney CBD,New South Wales,30,Firelighters 24pk,Household,2025-12-09,2025-12-19,11,25.0,Catalogue
588,1,Sydney CBD,New South Wales,30,Firelighters 24pk,Household,2024-02-15,2024-02-28,14,30.0,Catalogue
589,1,Sydney CBD,New South Wales,30,Firelighters 24pk,Household,2023-02-21,2023-03-02,10,25.0,Catalogue
590,1,Sydney CBD,New South Wales,30,Firelighters 24pk,Household,2024-11-16,2024-11-24,9,10.0,In-Store Display
591,1,Sydney CBD,New South Wales,30,Firelighters 24pk,Household,2024-09-04,2024-09-10,7,10.0,In-Store Display
592,1,Sydney CBD,New South Wales,30,Firelighters 24pk,Household,2025-07-21,2025-07-27,7,25.0,Catalogue
593,1,Sydney CBD,New South Wales,30,Firelighters 24pk,Household,2024-05-19,2024-05-25,7,25.0,Catalogue
594,1,Sydney CBD,New South Wales,30,Firelighters 24pk,Household,2023-10-27,2023-11-02,7,15.0,In-Store Display
595,2,Parramatta,New South Wales,1,Long Grain Rice 2kg,Staples,2023-11-20,2023-11-25,6,15.0,In-Store Display
596,2,Parramatta,New South Wales,1,Long Grain Rice 2kg,Staples,2025-08-16,2025-08-25,10,15.0,In-Store Display
597,2,Parramatta,New South Wales,1,Long Grain Rice 2kg,Staples,2023-04-04,2023-04-11,8,10.0,In-Store Display
598,2,Parramatta,New South Wales,1,Long Grain Rice 2kg,Staples,2025-11-26,2025-12-06,11,25.0,Catalogue
599,2,Parramatta,New South Wales,1,Long Grain Rice 2kg,Staples,2023-01-16,2023-01-29,14,25.0,Catalogue
600,2,Parramatta,New South Wales,1,Long Grain Rice 2kg,Staples,2024-12-22,2024-12-31,10,20.0,Catalogue
601,2,Parramatta,New South Wales,1,Long Grain Rice 2kg,Staples,2023-05-24,2023-06-02,10,20.0,Catalogue
602,2,Parramatta,New South Wales,1,Long Grain Rice 2kg,Staples,2025-05-20,2025-05-31,12,20.0,Catalogue
603,2,Parramatta,New South Wales,1,Long Grain Rice 2kg,Staples,2025-02-01,2025-02-10,10,25.0,Catalogue
604,2,Parramatta,New South Wales,1,Long Grain Rice 2kg,Staples,2025-09-30,2025-10-08,9,15.0,In-Store Display
605,2,Parramatta,New South Wales,1,Long Grain Rice 2kg,Staples,2023-07-12,2023-07-20,9,25.0,Catalogue
606,2,Parramatta,New South Wales,2,Dried Pasta 500g,Staples,2023-04-02,2023-04-12,11,15.0,In-Store Display
607,2,Parramatta,New South Wales,2,Dried Pasta 500g,Staples,2023-01-20,2023-02-02,14,10.0,In-Store Display
608,2,Parramatta,New South Wales,2,Dried Pasta 500g,Staples,2024-09-01,2024-09-05,5,10.0,In-Store Display
609,2,Parramatta,New South Wales,2,Dried Pasta 500g,Staples,2024-02-08,2024-02-12,5,15.0,In-Store Display
610,2,Parramatta,New South Wales,2,Dried Pasta 500g,Staples,2025-06-06,2025-06-19,14,20.0,Catalogue
611,2,Parramatta,New South Wales,2,Dried Pasta 500g,Staples,2024-03-19,2024-03-31,13,15.0,In-Store Display
612,2,Parramatta,New South Wales,2,Dried Pasta 500g,Staples,2025-09-16,2025-09-20,5,10.0,In-Store Display
613,2,Parramatta,New South Wales,2,Dried Pasta 500g,Staples,2024-12-28,2025-01-01,5,10.0,In-Store Display
614,2,Parramatta,New South Wales,2,Dried Pasta 500g,Staples,2025-04-09,2025-04-16,8,30.0,Catalogue
615,2,Parramatta,New South Wales,2,Dried Pasta 500g,Staples,2025-02-10,2025-02-15,6,30.0,Catalogue
616,2,Parramatta,New South Wales,2,Dried Pasta 500g,Staples,2023-09-15,2023-09-19,5,20.0,Catalogue
617,2,Parramatta,New South Wales,2,Dried Pasta 500g,Staples,2024-06-08,2024-06-14,7,15.0,In-Store Display
618,2,Parramatta,New South Wales,2,Dried Pasta 500g,Staples,2023-11-10,2023-11-21,12,10.0,In-Store Display
619,2,Parramatta,New South Wales,2,Dried Pasta 500g,Staples,2024-05-15,2024-05-19,5,10.0,In-Store Display
620,2,Parramatta,New South Wales,2,Dried Pasta 500g,Staples,2024-08-06,2024-08-14,9,30.0,Catalogue
621,2,Parramatta,New South Wales,2,Dried Pasta 500g,Staples,2023-05-14,2023-05-18,5,15.0,In-Store Display
622,2,Parramatta,New South Wales,2,Dried Pasta 500g,Staples,2025-10-18,2025-10-27,10,10.0,In-Store Display
623,2,Parramatta,New South Wales,2,Dried Pasta 500g,Staples,2023-02-26,2023-03-05,8,30.0,Catalogue
624,2,Parramatta,New South Wales,2,Dried Pasta 500g,Staples,2023-12-25,2024-01-03,10,20.0,Catalogue
625,2,Parramatta,New South Wales,3,White Bread Loaf,Staples,2023-04-10,2023-04-18,9,20.0,Catalogue
626,2,Parramatta,New South Wales,3,White Bread Loaf,Staples,2024-02-09,2024-02-18,10,10.0,In-Store Display
627,2,Parramatta,New South Wales,3,White Bread Loaf,Staples,2023-12-13,2023-12-22,10,15.0,In-Store Display
628,2,Parramatta,New South Wales,3,White Bread Loaf,Staples,2025-04-30,2025-05-08,9,15.0,In-Store Display
629,2,Parramatta,New South Wales,3,White Bread Loaf,Staples,2023-08-09,2023-08-19,11,15.0,In-Store Display
630,2,Parramatta,New South Wales,3,White Bread Loaf,Staples,2025-11-17,2025-11-28,12,15.0,In-Store Display
631,2,Parramatta,New South Wales,3,White Bread Loaf,Staples,2025-06-12,2025-06-18,7,10.0,In-Store Display
632,2,Parramatta,New South Wales,3,White Bread Loaf,Staples,2024-09-23,2024-10-03,11,25.0,Catalogue
633,2,Parramatta,New South Wales,3,White Bread Loaf,Staples,2023-02-25,2023-03-02,6,15.0,In-Store Display
634,2,Parramatta,New South Wales,3,White Bread Loaf,Staples,2024-08-05,2024-08-12,8,20.0,Catalogue
635,2,Parramatta,New South Wales,4,Plain Flour 1kg,Staples,2024-07-14,2024-07-22,9,20.0,Catalogue
636,2,Parramatta,New South Wales,4,Plain Flour 1kg,Staples,2023-06-04,2023-06-14,11,15.0,In-Store Display
637,2,Parramatta,New South Wales,4,Plain Flour 1kg,Staples,2024-06-04,2024-06-10,7,25.0,Catalogue
638,2,Parramatta,New South Wales,4,Plain Flour 1kg,Staples,2025-03-15,2025-03-26,12,25.0,Catalogue
639,2,Parramatta,New South Wales,4,Plain Flour 1kg,Staples,2024-11-22,2024-11-28,7,50.0,Clearance
640,2,Parramatta,New South Wales,4,Plain Flour 1kg,Staples,2025-04-26,2025-05-07,12,20.0,Catalogue
641,2,Parramatta,New South Wales,4,Plain Flour 1kg,Staples,2024-05-14,2024-05-19,6,15.0,In-Store Display
642,2,Parramatta,New South Wales,4,Plain Flour 1kg,Staples,2024-01-31,2024-02-13,14,15.0,In-Store Display
643,2,Parramatta,New South Wales,4,Plain Flour 1kg,Staples,2025-12-21,2025-12-26,6,30.0,Catalogue
644,2,Parramatta,New South Wales,4,Plain Flour 1kg,Staples,2023-07-30,2023-08-04,6,25.0,Catalogue
645,2,Parramatta,New South Wales,4,Plain Flour 1kg,Staples,2025-08-14,2025-08-18,5,10.0,In-Store Display
646,2,Parramatta,New South Wales,4,Plain Flour 1kg,Staples,2024-09-08,2024-09-17,10,25.0,Catalogue
647,2,Parramatta,New South Wales,4,Plain Flour 1kg,Staples,2023-07-01,2023-07-06,6,15.0,In-Store Display
648,2,Parramatta,New South Wales,5,Breakfast Cereal 1kg,Staples,2023-05-21,2023-05-31,11,20.0,Catalogue
649,2,Parramatta,New South Wales,5,Breakfast Cereal 1kg,Staples,2025-06-24,2025-07-06,13,25.0,Catalogue
650,2,Parramatta,New South Wales,5,Breakfast Cereal 1kg,Staples,2023-01-17,2023-01-29,13,30.0,Catalogue
651,2,Parramatta,New South Wales,5,Breakfast Cereal 1kg,Staples,2024-10-15,2024-10-20,6,20.0,Catalogue
652,2,Parramatta,New South Wales,5,Breakfast Cereal 1kg,Staples,2024-04-24,2024-05-03,10,10.0,In-Store Display
653,2,Parramatta,New South Wales,5,Breakfast Cereal 1kg,Staples,2023-09-27,2023-10-07,11,30.0,Catalogue
654,2,Parramatta,New South Wales,5,Breakfast Cereal 1kg,Staples,2023-03-03,2023-03-13,11,25.0,Catalogue
655,2,Parramatta,New South Wales,5,Breakfast Cereal 1kg,Staples,2025-03-16,2025-03-24,9,20.0,Catalogue
656,2,Parramatta,New South Wales,5,Breakfast Cereal 1kg,Staples,2023-06-21,2023-07-01,11,20.0,Catalogue
657,2,Parramatta,New South Wales,5,Breakfast Cereal 1kg,Staples,2024-02-22,2024-03-03,11,15.0,In-Store Display
658,2,Parramatta,New South Wales,5,Breakfast Cereal 1kg,Staples,2024-08-04,2024-08-14,11,20.0,Catalogue
659,2,Parramatta,New South Wales,5,Breakfast Cereal 1kg,Staples,2025-09-28,2025-10-09,12,30.0,Catalogue
660,2,Parramatta,New South Wales,5,Breakfast Cereal 1kg,Staples,2024-03-18,2024-03-24,7,15.0,In-Store Display
661,2,Parramatta,New South Wales,5,Breakfast Cereal 1kg,Staples,2025-07-24,2025-08-06,14,15.0,In-Store Display
662,2,Parramatta,New South Wales,5,Breakfast Cereal 1kg,Staples,2023-12-04,2023-12-15,12,30.0,Catalogue
663,2,Parramatta,New South Wales,6,White Sugar 1kg,Staples,2024-10-11,2024-10-15,5,15.0,In-Store Display
664,2,Parramatta,New South Wales,6,White Sugar 1kg,Staples,2024-05-13,2024-05-25,13,15.0,In-Store Display
665,2,Parramatta,New South Wales,6,White Sugar 1kg,Staples,2025-09-21,2025-10-03,13,20.0,Catalogue
666,2,Parramatta,New South Wales,6,White Sugar 1kg,Staples,2024-12-22,2025-01-01,11,15.0,In-Store Display
667,2,Parramatta,New South Wales,6,White Sugar 1kg,Staples,2023-03-07,2023-03-20,14,10.0,In-Store Display
668,2,Parramatta,New South Wales,6,White Sugar 1kg,Staples,2025-06-07,2025-06-18,12,50.0,Clearance
669,2,Parramatta,New South Wales,6,White Sugar 1kg,Staples,2024-07-30,2024-08-07,9,30.0,Catalogue
670,2,Parramatta,New South Wales,6,White Sugar 1kg,Staples,2023-06-02,2023-06-11,10,30.0,Catalogue
671,2,Parramatta,New South Wales,7,Full Cream Milk 2L,Dairy & Frozen,2025-09-23,2025-10-04,12,10.0,In-Store Display
672,2,Parramatta,New South Wales,7,Full Cream Milk 2L,Dairy & Frozen,2023-06-30,2023-07-13,14,25.0,Catalogue
673,2,Parramatta,New South Wales,7,Full Cream Milk 2L,Dairy & Frozen,2023-10-08,2023-10-17,10,25.0,Catalogue
674,2,Parramatta,New South Wales,7,Full Cream Milk 2L,Dairy & Frozen,2024-06-04,2024-06-11,8,15.0,In-Store Display
675,2,Parramatta,New South Wales,7,Full Cream Milk 2L,Dairy & Frozen,2023-05-01,2023-05-10,10,20.0,Catalogue
676,2,Parramatta,New South Wales,7,Full Cream Milk 2L,Dairy & Frozen,2024-03-15,2024-03-22,8,15.0,In-Store Display
677,2,Parramatta,New South Wales,7,Full Cream Milk 2L,Dairy & Frozen,2024-07-22,2024-07-30,9,15.0,In-Store Display
678,2,Parramatta,New South Wales,8,Tasty Cheese Block 500g,Dairy & Frozen,2025-05-13,2025-05-24,12,20.0,Catalogue
679,2,Parramatta,New South Wales,8,Tasty Cheese Block 500g,Dairy & Frozen,2024-01-07,2024-01-12,6,20.0,Catalogue
680,2,Parramatta,New South Wales,8,Tasty Cheese Block 500g,Dairy & Frozen,2025-11-15,2025-11-26,12,30.0,Catalogue
681,2,Parramatta,New South Wales,8,Tasty Cheese Block 500g,Dairy & Frozen,2024-10-20,2024-10-26,7,20.0,Catalogue
682,2,Parramatta,New South Wales,8,Tasty Cheese Block 500g,Dairy & Frozen,2025-03-10,2025-03-23,14,15.0,In-Store Display
683,2,Parramatta,New South Wales,8,Tasty Cheese Block 500g,Dairy & Frozen,2024-08-23,2024-09-04,13,20.0,Catalogue
684,2,Parramatta,New South Wales,8,Tasty Cheese Block 500g,Dairy & Frozen,2025-08-21,2025-08-28,8,20.0,Catalogue
685,2,Parramatta,New South Wales,8,Tasty Cheese Block 500g,Dairy & Frozen,2025-09-24,2025-10-06,13,15.0,In-Store Display
686,2,Parramatta,New South Wales,8,Tasty Cheese Block 500g,Dairy & Frozen,2024-03-12,2024-03-20,9,15.0,In-Store Display
687,2,Parramatta,New South Wales,8,Tasty Cheese Block 500g,Dairy & Frozen,2023-07-01,2023-07-14,14,20.0,Catalogue
688,2,Parramatta,New South Wales,8,Tasty Cheese Block 500g,Dairy & Frozen,2023-12-02,2023-12-06,5,10.0,In-Store Display
689,2,Parramatta,New South Wales,8,Tasty Cheese Block 500g,Dairy & Frozen,2023-01-05,2023-01-14,10,15.0,In-Store Display
690,2,Parramatta,New South Wales,8,Tasty Cheese Block 500g,Dairy & Frozen,2025-06-12,2025-06-20,9,20.0,Catalogue
691,2,Parramatta,New South Wales,8,Tasty Cheese Block 500g,Dairy & Frozen,2025-07-13,2025-07-19,7,10.0,In-Store Display
692,2,Parramatta,New South Wales,8,Tasty Cheese Block 500g,Dairy & Frozen,2024-12-14,2024-12-23,10,25.0,Catalogue
693,2,Parramatta,New South Wales,8,Tasty Cheese Block 500g,Dairy & Frozen,2023-08-28,2023-09-09,13,25.0,Catalogue
694,2,Parramatta,New South Wales,8,Tasty Cheese Block 500g,Dairy & Frozen,2023-10-05,2023-10-12,8,25.0,Catalogue
695,2,Parramatta,New South Wales,8,Tasty Cheese Block 500g,Dairy & Frozen,2023-05-18,2023-05-30,13,15.0,In-Store Display
696,2,Parramatta,New South Wales,8,Tasty Cheese Block 500g,Dairy & Frozen,2024-04-15,2024-04-21,7,10.0,In-Store Display
697,2,Parramatta,New South Wales,8,Tasty Cheese Block 500g,Dairy & Frozen,2024-09-22,2024-09-29,8,25.0,Catalogue
698,2,Parramatta,New South Wales,9,Greek Yoghurt 1kg,Dairy & Frozen,2025-06-14,2025-06-20,7,50.0,Clearance
699,2,Parramatta,New South Wales,9,Greek Yoghurt 1kg,Dairy & Frozen,2024-09-03,2024-09-14,12,15.0,In-Store Display
700,2,Parramatta,New South Wales,9,Greek Yoghurt 1kg,Dairy & Frozen,2023-01-08,2023-01-20,13,20.0,Catalogue
701,2,Parramatta,New South Wales,9,Greek Yoghurt 1kg,Dairy & Frozen,2023-04-13,2023-04-21,9,10.0,In-Store Display
702,2,Parramatta,New South Wales,9,Greek Yoghurt 1kg,Dairy & Frozen,2023-11-08,2023-11-16,9,10.0,In-Store Display
703,2,Parramatta,New South Wales,9,Greek Yoghurt 1kg,Dairy & Frozen,2024-10-30,2024-11-05,7,25.0,Catalogue
704,2,Parramatta,New South Wales,9,Greek Yoghurt 1kg,Dairy & Frozen,2024-12-07,2024-12-20,14,10.0,In-Store Display
705,2,Parramatta,New South Wales,9,Greek Yoghurt 1kg,Dairy & Frozen,2025-02-11,2025-02-20,10,50.0,Clearance
706,2,Parramatta,New South Wales,9,Greek Yoghurt 1kg,Dairy & Frozen,2025-07-16,2025-07-28,13,10.0,In-Store Display
707,2,Parramatta,New South Wales,9,Greek Yoghurt 1kg,Dairy & Frozen,2023-09-19,2023-10-01,13,20.0,Catalogue
708,2,Parramatta,New South Wales,9,Greek Yoghurt 1kg,Dairy & Frozen,2024-05-24,2024-06-03,11,30.0,Catalogue
709,2,Parramatta,New South Wales,9,Greek Yoghurt 1kg,Dairy & Frozen,2024-07-14,2024-07-22,9,15.0,In-Store Display
710,2,Parramatta,New South Wales,9,Greek Yoghurt 1kg,Dairy & Frozen,2024-06-21,2024-06-27,7,30.0,Catalogue
711,2,Parramatta,New South Wales,9,Greek Yoghurt 1kg,Dairy & Frozen,2025-09-06,2025-09-19,14,15.0,In-Store Display
712,2,Parramatta,New South Wales,9,Greek Yoghurt 1kg,Dairy & Frozen,2023-02-18,2023-02-27,10,10.0,In-Store Display
713,2,Parramatta,New South Wales,9,Greek Yoghurt 1kg,Dairy & Frozen,2025-12-11,2025-12-23,13,25.0,Catalogue
714,2,Parramatta,New South Wales,9,Greek Yoghurt 1kg,Dairy & Frozen,2023-07-27,2023-08-06,11,20.0,Catalogue
715,2,Parramatta,New South Wales,10,Vanilla Ice Cream 2L,Dairy & Frozen,2023-09-14,2023-09-25,12,25.0,Catalogue
716,2,Parramatta,New South Wales,10,Vanilla Ice Cream 2L,Dairy & Frozen,2024-02-20,2024-02-24,5,25.0,Catalogue
717,2,Parramatta,New South Wales,10,Vanilla Ice Cream 2L,Dairy & Frozen,2023-07-15,2023-07-28,14,20.0,Catalogue
718,2,Parramatta,New South Wales,10,Vanilla Ice Cream 2L,Dairy & Frozen,2023-10-11,2023-10-24,14,25.0,Catalogue
719,2,Parramatta,New South Wales,10,Vanilla Ice Cream 2L,Dairy & Frozen,2024-08-26,2024-08-30,5,25.0,Catalogue
720,2,Parramatta,New South Wales,10,Vanilla Ice Cream 2L,Dairy & Frozen,2024-10-19,2024-10-29,11,15.0,In-Store Display
721,2,Parramatta,New South Wales,10,Vanilla Ice Cream 2L,Dairy & Frozen,2025-07-14,2025-07-24,11,15.0,In-Store Display
722,2,Parramatta,New South Wales,10,Vanilla Ice Cream 2L,Dairy & Frozen,2023-08-17,2023-08-29,13,25.0,Catalogue
723,2,Parramatta,New South Wales,10,Vanilla Ice Cream 2L,Dairy & Frozen,2023-03-06,2023-03-12,7,30.0,Catalogue
724,2,Parramatta,New South Wales,10,Vanilla Ice Cream 2L,Dairy & Frozen,2023-12-14,2023-12-23,10,10.0,In-Store Display
725,2,Parramatta,New South Wales,10,Vanilla Ice Cream 2L,Dairy & Frozen,2024-03-21,2024-03-28,8,30.0,Catalogue
726,2,Parramatta,New South Wales,10,Vanilla Ice Cream 2L,Dairy & Frozen,2025-04-25,2025-05-01,7,10.0,In-Store Display
727,2,Parramatta,New South Wales,10,Vanilla Ice Cream 2L,Dairy & Frozen,2024-04-20,2024-05-01,12,10.0,In-Store Display
728,2,Parramatta,New South Wales,10,Vanilla Ice Cream 2L,Dairy & Frozen,2025-01-29,2025-02-04,7,10.0,In-Store Display
729,2,Parramatta,New South Wales,10,Vanilla Ice Cream 2L,Dairy & Frozen,2024-07-07,2024-07-16,10,25.0,Catalogue
730,2,Parramatta,New South Wales,10,Vanilla Ice Cream 2L,Dairy & Frozen,2025-10-29,2025-11-09,12,10.0,In-Store Display
