date,city,province,temperature,humidity,season,month,temp_norm,temp_anomaly,is_humid
2025-06-16,Sydney,New South Wales,9.1,74.4,Winter,6,14.016666666666667,-4.92,0
2025-06-17,Sydney,New South Wales,11.6,63.4,Winter,6,14.016666666666667,-2.42,0
2025-06-18,Sydney,New South Wales,11.8,63.1,Winter,6,14.016666666666667,-2.22,0
2025-06-19,Sydney,New South Wales,14.4,69.1,Winter,6,14.016666666666667,0.38,0
2025-06-20,Sydney,New South Wales,12.8,75.9,Winter,6,14.016666666666667,-1.22,0
2025-06-21,Sydney,New South Wales,12.9,81.1,Winter,6,14.016666666666667,-1.12,1
2025-06-22,Sydney,New South Wales,13.8,78.3,Winter,6,14.016666666666667,-0.22,0
2025-06-23,Sydney,New South Wales,13.0,71.6,Winter,6,14.016666666666667,-1.02,0
2025-06-24,Sydney,New South Wales,16.2,69.7,Winter,6,14.016666666666667,2.18,0
2025-06-25,Sydney,New South Wales,19.8,67.8,Winter,6,14.016666666666667,5.78,0
2025-06-26,Sydney,New South Wales,20.6,72.6,Winter,6,14.016666666666667,6.58,0
2025-06-27,Sydney,New South Wales,20.5,65.4,Winter,6,14.016666666666667,6.48,0
2025-06-28,Sydney,New South Wales,19.1,73.4,Winter,6,14.016666666666667,5.08,0
2025-06-29,Sydney,New South Wales,14.9,66.9,Winter,6,14.016666666666667,0.88,0
2025-06-30,Sydney,New South Wales,16.2,74.3,Winter,6,14.016666666666667,2.18,0
2025-07-01,Sydney,New South Wales,18.3,72.5,Winter,7,13.541935483870969,4.76,0
2025-07-02,Sydney,New South Wales,15.9,57.8,Winter,7,13.541935483870969,2.36,0
2025-07-03,Sydney,New South Wales,13.9,66.3,Winter,7,13.541935483870969,0.36,0
2025-07-04,Sydney,New South Wales,16.4,78.8,Winter,7,13.541935483870969,2.86,0
2025-07-05,Sydney,New South Wales,16.7,75.9,Winter,7,13.541935483870969,3.16,0
2025-07-06,Sydney,New South Wales,17.7,61.1,Winter,7,13.541935483870969,4.16,0
2025-07-07,Sydney,New South Wales,17.3,58.5,Winter,7,13.541935483870969,3.76,0
2025-07-08,Sydney,New South Wales,18.8,63.9,Winter,7,13.541935483870969,5.26,0
2025-07-09,Sydney,New South Wales,14.5,58.3,Winter,7,13.541935483870969,0.96,0
2025-07-10,Sydney,New South Wales,13.2,71.5,Winter,7,13.541935483870969,-0.34,0
2025-07-11,Sydney,New South Wales,15.4,61.3,Winter,7,13.541935483870969,1.86,0
2025-07-12,Sydney,New South Wales,15.0,72.3,Winter,7,13.541935483870969,1.46,0
2025-07-13,Sydney,New South Wales,16.0,70.3,Winter,7,13.541935483870969,2.46,0
2025-07-14,Sydney,New South Wales,15.2,67.6,Winter,7,13.541935483870969,1.66,0
2025-07-15,Sydney,New South Wales,12.2,68.5,Winter,7,13.541935483870969,-1.34,0
2025-07-16,Sydney,New South Wales,13.6,59.9,Winter,7,13.541935483870969,0.06,0
2025-07-17,Sydney,New South Wales,16.5,68.7,Winter,7,13.541935483870969,2.96,0
2025-07-18,Sydney,New South Wales,17.3,67.0,Winter,7,13.541935483870969,3.76,0
2025-07-19,Sydney,New South Wales,18.5,63.1,Winter,7,13.541935483870969,4.96,0
2025-07-20,Sydney,New South Wales,17.4,50.8,Winter,7,13.541935483870969,3.86,0
2025-07-21,Sydney,New South Wales,18.7,73.5,Winter,7,13.541935483870969,5.16,0
2025-07-22,Sydney,New South Wales,18.8,63.8,Winter,7,13.541935483870969,5.26,0
2025-07-23,Sydney,New South Wales,17.6,69.3,Winter,7,13.541935483870969,4.06,0
2025-07-24,Sydney,New South Wales,16.1,58.7,Winter,7,13.541935483870969,2.56,0
2025-07-25,Sydney,New South Wales,17.5,59.7,Winter,7,13.541935483870969,3.96,0
2025-07-26,Sydney,New South Wales,9.7,65.6,Winter,7,13.541935483870969,-3.84,0
2025-07-27,Sydney,New South Wales,11.9,65.2,Winter,7,13.541935483870969,-1.64,0
2025-07-28,Sydney,New South Wales,15.8,74.5,Winter,7,13.541935483870969,2.26,0
2025-07-29,Sydney,New South Wales,15.3,79.7,Winter,7,13.541935483870969,1.76,0
2025-07-30,Sydney,New South Wales,15.4,69.5,Winter,7,13.541935483870969,1.86,0
2025-07-31,Sydney,New South Wales,13.9,60.4,Winter,7,13.541935483870969,0.36,0
2025-08-01,Sydney,New South Wales,17.8,54.6,Winter,8,14.401075268817204,3.4,0
2025-08-02,Sydney,New South Wales,17.9,54.0,Winter,8,14.401075268817204,3.5,0
2025-08-03,Sydney,New South Wales,18.3,60.6,Winter,8,14.401075268817204,3.9,0
2025-08-04,Sydney,New South Wales,15.3,61.7,Winter,8,14.401075268817204,0.9,0
2025-08-05,Sydney,New South Wales,15.4,64.0,Winter,8,14.401075268817204,1.0,0
2025-08-06,Sydney,New South Wales,16.4,64.0,Winter,8,14.401075268817204,2.0,0
2025-08-07,Sydney,New South Wales,18.5,66.9,Winter,8,14.401075268817204,4.1,0
2025-08-08,Sydney,New South Wales,17.3,62.1,Winter,8,14.401075268817204,2.9,0
2025-08-09,Sydney,New South Wales,13.1,75.0,Winter,8,14.401075268817204,-1.3,0
2025-08-10,Sydney,New South Wales,16.1,57.1,Winter,8,14.401075268817204,1.7,0
2025-08-11,Sydney,New South Wales,19.8,60.4,Winter,8,14.401075268817204,5.4,0
2025-08-12,Sydney,New South Wales,16.0,71.2,Winter,8,14.401075268817204,1.6,0
2025-08-13,Sydney,New South Wales,17.5,60.8,Winter,8,14.401075268817204,3.1,0
2025-08-14,Sydney,New South Wales,18.2,69.2,Winter,8,14.401075268817204,3.8,0
2025-08-15,Sydney,New South Wales,15.0,54.7,Winter,8,14.401075268817204,0.6,0
2025-08-16,Sydney,New South Wales,14.5,66.7,Winter,8,14.401075268817204,0.1,0
2025-08-17,Sydney,New South Wales,13.7,71.3,Winter,8,14.401075268817204,-0.7,0
2025-08-18,Sydney,New South Wales,13.0,68.9,Winter,8,14.401075268817204,-1.4,0
2025-08-19,Sydney,New South Wales,13.0,57.9,Winter,8,14.401075268817204,-1.4,0
2025-08-20,Sydney,New South Wales,16.0,71.3,Winter,8,14.401075268817204,1.6,0
2025-08-21,Sydney,New South Wales,15.4,57.9,Winter,8,14.401075268817204,1.0,0
2025-08-22,Sydney,New South Wales,19.8,63.5,Winter,8,14.401075268817204,5.4,0
2025-08-23,Sydney,New South Wales,19.0,66.9,Winter,8,14.401075268817204,4.6,0
2025-08-24,Sydney,New South Wales,24.0,59.3,Winter,8,14.401075268817204,9.6,0
2025-08-25,Sydney,New South Wales,20.3,64.8,Winter,8,14.401075268817204,5.9,0
2025-08-26,Sydney,New South Wales,16.1,54.6,Winter,8,14.401075268817204,1.7,0
2025-08-27,Sydney,New South Wales,15.2,56.2,Winter,8,14.401075268817204,0.8,0
2025-08-28,Sydney,New South Wales,11.0,68.2,Winter,8,14.401075268817204,-3.4,0
2025-08-29,Sydney,New South Wales,14.5,58.8,Winter,8,14.401075268817204,0.1,0
2025-08-30,Sydney,New South Wales,14.1,54.5,Winter,8,14.401075268817204,-0.3,0
2025-08-31,Sydney,New South Wales,14.5,54.7,Winter,8,14.401075268817204,0.1,0
2025-09-01,Sydney,New South Wales,16.1,62.2,Spring,9,16.694444444444443,-0.59,0
2025-09-02,Sydney,New South Wales,13.4,61.3,Spring,9,16.694444444444443,-3.29,0
2025-09-03,Sydney,New South Wales,17.4,63.5,Spring,9,16.694444444444443,0.71,0
2025-09-04,Sydney,New South Wales,14.1,74.7,Spring,9,16.694444444444443,-2.59,0
2025-09-05,Sydney,New South Wales,15.1,49.0,Spring,9,16.694444444444443,-1.59,0
2025-09-06,Sydney,New South Wales,11.6,69.3,Spring,9,16.694444444444443,-5.09,0
2025-09-07,Sydney,New South Wales,14.8,62.6,Spring,9,16.694444444444443,-1.89,0
2025-09-08,Sydney,New South Wales,17.6,54.3,Spring,9,16.694444444444443,0.91,0
2025-09-09,Sydney,New South Wales,17.3,60.8,Spring,9,16.694444444444443,0.61,0
2025-09-10,Sydney,New South Wales,17.8,56.7,Spring,9,16.694444444444443,1.11,0
2025-09-11,Sydney,New South Wales,19.5,58.0,Spring,9,16.694444444444443,2.81,0
2025-09-12,Sydney,New South Wales,14.8,65.2,Spring,9,16.694444444444443,-1.89,0
2025-09-13,Sydney,New South Wales,19.0,57.1,Spring,9,16.694444444444443,2.31,0
2025-09-14,Sydney,New South Wales,15.6,62.1,Spring,9,16.694444444444443,-1.09,0
2025-09-15,Sydney,New South Wales,13.9,61.8,Spring,9,16.694444444444443,-2.79,0
2025-09-16,Sydney,New South Wales,15.9,52.6,Spring,9,16.694444444444443,-0.79,0
2025-09-17,Sydney,New South Wales,14.9,54.5,Spring,9,16.694444444444443,-1.79,0
2025-09-18,Sydney,New South Wales,16.3,65.4,Spring,9,16.694444444444443,-0.39,0
2025-09-19,Sydney,New South Wales,19.8,59.6,Spring,9,16.694444444444443,3.11,0
2025-09-20,Sydney,New South Wales,19.9,59.4,Spring,9,16.694444444444443,3.21,0
2025-09-21,Sydney,New South Wales,16.2,60.8,Spring,9,16.694444444444443,-0.49,0
2025-09-22,Sydney,New South Wales,16.8,72.0,Spring,9,16.694444444444443,0.11,0
2025-09-23,Sydney,New South Wales,16.2,55.6,Spring,9,16.694444444444443,-0.49,0
2025-09-24,Sydney,New South Wales,17.6,57.2,Spring,9,16.694444444444443,0.91,0
2025-09-25,Sydney,New South Wales,12.0,63.6,Spring,9,16.694444444444443,-4.69,0
2025-09-26,Sydney,New South Wales,15.5,67.3,Spring,9,16.694444444444443,-1.19,0
2025-09-27,Sydney,New South Wales,15.9,56.3,Spring,9,16.694444444444443,-0.79,0
2025-09-28,Sydney,New South Wales,17.2,66.7,Spring,9,16.694444444444443,0.51,0
2025-09-29,Sydney,New South Wales,13.6,67.5,Spring,9,16.694444444444443,-3.09,0
2025-09-30,Sydney,New South Wales,13.7,55.6,Spring,9,16.694444444444443,-2.99,0
2025-10-01,Sydney,New South Wales,17.7,63.7,Spring,10,18.123655913978496,-0.42,0
2025-10-02,Sydney,New South Wales,18.3,74.8,Spring,10,18.123655913978496,0.18,0
2025-10-03,Sydney,New South Wales,15.8,66.9,Spring,10,18.123655913978496,-2.32,0
2025-10-04,Sydney,New South Wales,16.4,65.1,Spring,10,18.123655913978496,-1.72,0
2025-10-05,Sydney,New South Wales,14.7,51.5,Spring,10,18.123655913978496,-3.42,0
2025-10-06,Sydney,New South Wales,10.6,61.1,Spring,10,18.123655913978496,-7.52,0
2025-10-07,Sydney,New South Wales,9.7,47.7,Spring,10,18.123655913978496,-8.42,0
2025-10-08,Sydney,New South Wales,11.2,58.2,Spring,10,18.123655913978496,-6.92,0
2025-10-09,Sydney,New South Wales,12.5,58.1,Spring,10,18.123655913978496,-5.62,0
2025-10-10,Sydney,New South Wales,12.7,58.8,Spring,10,18.123655913978496,-5.42,0
2025-10-11,Sydney,New South Wales,13.2,52.3,Spring,10,18.123655913978496,-4.92,0
2025-10-12,Sydney,New South Wales,14.0,57.4,Spring,10,18.123655913978496,-4.12,0
2025-10-13,Sydney,New South Wales,12.2,58.5,Spring,10,18.123655913978496,-5.92,0
2025-10-14,Sydney,New South Wales,15.3,61.8,Spring,10,18.123655913978496,-2.82,0
2025-10-15,Sydney,New South Wales,16.2,64.9,Spring,10,18.123655913978496,-1.92,0
2025-10-16,Sydney,New South Wales,19.3,65.5,Spring,10,18.123655913978496,1.18,0
2025-10-17,Sydney,New South Wales,22.6,63.2,Spring,10,18.123655913978496,4.48,0
2025-10-18,Sydney,New South Wales,25.9,66.7,Spring,10,18.123655913978496,7.78,0
2025-10-19,Sydney,New South Wales,24.9,69.6,Spring,10,18.123655913978496,6.78,0
2025-10-20,Sydney,New South Wales,23.1,67.3,Spring,10,18.123655913978496,4.98,0
2025-10-21,Sydney,New South Wales,23.3,64.4,Spring,10,18.123655913978496,5.18,0
2025-10-22,Sydney,New South Wales,23.9,64.2,Spring,10,18.123655913978496,5.78,0
2025-10-23,Sydney,New South Wales,21.4,60.0,Spring,10,18.123655913978496,3.28,0
2025-10-24,Sydney,New South Wales,22.0,66.9,Spring,10,18.123655913978496,3.88,0
2025-10-25,Sydney,New South Wales,18.3,58.6,Spring,10,18.123655913978496,0.18,0
2025-10-26,Sydney,New South Wales,16.2,70.3,Spring,10,18.123655913978496,-1.92,0
2025-10-27,Sydney,New South Wales,19.5,64.5,Spring,10,18.123655913978496,1.38,0
2025-10-28,Sydney,New South Wales,17.5,65.5,Spring,10,18.123655913978496,-0.62,0
2025-10-29,Sydney,New South Wales,20.8,63.1,Spring,10,18.123655913978496,2.68,0
2025-10-30,Sydney,New South Wales,21.0,58.5,Spring,10,18.123655913978496,2.88,0
2025-10-31,Sydney,New South Wales,17.4,64.3,Spring,10,18.123655913978496,-0.72,0
2025-11-01,Sydney,New South Wales,19.4,67.9,Spring,11,19.665555555555557,-0.27,0
2025-11-02,Sydney,New South Wales,14.4,72.3,Spring,11,19.665555555555557,-5.27,0
2025-11-03,Sydney,New South Wales,17.7,76.1,Spring,11,19.665555555555557,-1.97,0
2025-11-04,Sydney,New South Wales,18.8,72.4,Spring,11,19.665555555555557,-0.87,0
2025-11-05,Sydney,New South Wales,13.1,65.5,Spring,11,19.665555555555557,-6.57,0
2025-11-06,Sydney,New South Wales,14.9,56.0,Spring,11,19.665555555555557,-4.77,0
2025-11-07,Sydney,New South Wales,16.3,66.7,Spring,11,19.665555555555557,-3.37,0
2025-11-08,Sydney,New South Wales,17.5,74.4,Spring,11,19.665555555555557,-2.17,0
2025-11-09,Sydney,New South Wales,16.5,60.2,Spring,11,19.665555555555557,-3.17,0
2025-11-10,Sydney,New South Wales,16.1,63.9,Spring,11,19.665555555555557,-3.57,0
2025-11-11,Sydney,New South Wales,17.0,68.5,Spring,11,19.665555555555557,-2.67,0
2025-11-12,Sydney,New South Wales,16.5,74.3,Spring,11,19.665555555555557,-3.17,0
2025-11-13,Sydney,New South Wales,18.7,73.8,Spring,11,19.665555555555557,-0.97,0
2025-11-14,Sydney,New South Wales,22.9,66.4,Spring,11,19.665555555555557,3.23,0
2025-11-15,Sydney,New South Wales,22.7,67.7,Spring,11,19.665555555555557,3.03,0
2025-11-16,Sydney,New South Wales,19.7,64.5,Spring,11,19.665555555555557,0.03,0
2025-11-17,Sydney,New South Wales,20.7,71.9,Spring,11,19.665555555555557,1.03,0
2025-11-18,Sydney,New South Wales,19.0,71.2,Spring,11,19.665555555555557,-0.67,0
2025-11-19,Sydney,New South Wales,18.9,68.5,Spring,11,19.665555555555557,-0.77,0
2025-11-20,Sydney,New South Wales,18.0,70.1,Spring,11,19.665555555555557,-1.67,0
2025-11-21,Sydney,New South Wales,19.4,76.1,Spring,11,19.665555555555557,-0.27,0
2025-11-22,Sydney,New South Wales,23.6,61.2,Spring,11,19.665555555555557,3.93,0
2025-11-23,Sydney,New South Wales,20.9,54.5,Spring,11,19.665555555555557,1.23,0
2025-11-24,Sydney,New South Wales,22.5,69.7,Spring,11,19.665555555555557,2.83,0
2025-11-25,Sydney,New South Wales,24.4,52.3,Spring,11,19.665555555555557,4.73,0
2025-11-26,Sydney,New South Wales,23.5,64.9,Spring,11,19.665555555555557,3.83,0
2025-11-27,Sydney,New South Wales,23.8,68.9,Spring,11,19.665555555555557,4.13,0
2025-11-28,Sydney,New South Wales,25.3,58.6,Spring,11,19.665555555555557,5.63,0
2025-11-29,Sydney,New South Wales,23.4,66.0,Spring,11,19.665555555555557,3.73,0
2025-11-30,Sydney,New South Wales,24.4,66.5,Spring,11,19.665555555555557,4.73,0
2025-12-01,Sydney,New South Wales,27.8,68.6,Summer,12,22.877419354838707,4.92,0
2025-12-02,Sydney,New South Wales,26.6,72.9,Summer,12,22.877419354838707,3.72,0
2025-12-03,Sydney,New South Wales,24.4,70.8,Summer,12,22.877419354838707,1.52,0
2025-12-04,Sydney,New South Wales,22.8,66.6,Summer,12,22.877419354838707,-0.08,0
2025-12-05,Sydney,New South Wales,18.7,69.0,Summer,12,22.877419354838707,-4.18,0
2025-12-06,Sydney,New South Wales,19.0,73.2,Summer,12,22.877419354838707,-3.88,0
2025-12-07,Sydney,New South Wales,23.5,69.2,Summer,12,22.877419354838707,0.62,0
2025-12-08,Sydney,New South Wales,24.2,66.5,Summer,12,22.877419354838707,1.32,0
2025-12-09,Sydney,New South Wales,23.0,66.4,Summer,12,22.877419354838707,0.12,0
2025-12-10,Sydney,New South Wales,22.6,71.3,Summer,12,22.877419354838707,-0.28,0
2025-12-11,Sydney,New South Wales,26.2,74.7,Summer,12,22.877419354838707,3.32,0
2025-12-12,Sydney,New South Wales,25.1,69.4,Summer,12,22.877419354838707,2.22,0
2025-12-13,Sydney,New South Wales,19.7,77.8,Summer,12,22.877419354838707,-3.18,0
2025-12-14,Sydney,New South Wales,24.9,69.2,Summer,12,22.877419354838707,2.02,0
2025-12-15,Sydney,New South Wales,24.5,56.5,Summer,12,22.877419354838707,1.62,0
2025-12-16,Sydney,New South Wales,23.0,62.9,Summer,12,22.877419354838707,0.12,0
2025-12-17,Sydney,New South Wales,20.9,65.2,Summer,12,22.877419354838707,-1.98,0
2025-12-18,Sydney,New South Wales,21.1,74.3,Summer,12,22.877419354838707,-1.78,0
2025-12-19,Sydney,New South Wales,23.1,67.4,Summer,12,22.877419354838707,0.22,0
2025-12-20,Sydney,New South Wales,21.9,65.6,Summer,12,22.877419354838707,-0.98,0
2025-12-21,Sydney,New South Wales,23.6,66.9,Summer,12,22.877419354838707,0.72,0
2025-12-22,Sydney,New South Wales,19.5,54.2,Summer,12,22.877419354838707,-3.38,0
2025-12-23,Sydney,New South Wales,21.3,70.5,Summer,12,22.877419354838707,-1.58,0
2025-12-24,Sydney,New South Wales,19.9,71.8,Summer,12,22.877419354838707,-2.98,0
2025-12-25,Sydney,New South Wales,21.7,70.5,Summer,12,22.877419354838707,-1.18,0
2025-12-26,Sydney,New South Wales,22.5,73.8,Summer,12,22.877419354838707,-0.38,0
2025-12-27,Sydney,New South Wales,21.3,78.4,Summer,12,22.877419354838707,-1.58,0
2025-12-28,Sydney,New South Wales,21.6,78.0,Summer,12,22.877419354838707,-1.28,0
2025-12-29,Sydney,New South Wales,23.3,68.1,Summer,12,22.877419354838707,0.42,0
2025-12-30,Sydney,New South Wales,27.6,65.2,Summer,12,22.877419354838707,4.72,0
2025-12-31,Sydney,New South Wales,23.1,71.2,Summer,12,22.877419354838707,0.22,0
2023-01-01,Melbourne,Victoria,18.9,57.3,Summer,1,19.00215053763441,-0.1,0
2023-01-02,Melbourne,Victoria,17.5,64.6,Summer,1,19.00215053763441,-1.5,0
2023-01-03,Melbourne,Victoria,20.1,59.0,Summer,1,19.00215053763441,1.1,0
2023-01-04,Melbourne,Victoria,13.6,65.9,Summer,1,19.00215053763441,-5.4,0
2023-01-05,Melbourne,Victoria,16.5,49.6,Summer,1,19.00215053763441,-2.5,0
2023-01-06,Melbourne,Victoria,15.4,53.9,Summer,1,19.00215053763441,-3.6,0
2023-01-07,Melbourne,Victoria,18.3,51.9,Summer,1,19.00215053763441,-0.7,0
2023-01-08,Melbourne,Victoria,19.8,59.4,Summer,1,19.00215053763441,0.8,0
2023-01-09,Melbourne,Victoria,14.2,52.8,Summer,1,19.00215053763441,-4.8,0
2023-01-10,Melbourne,Victoria,18.0,61.6,Summer,1,19.00215053763441,-1.0,0
2023-01-11,Melbourne,Victoria,20.7,57.1,Summer,1,19.00215053763441,1.7,0
2023-01-12,Melbourne,Victoria,23.5,51.9,Summer,1,19.00215053763441,4.5,0
2023-01-13,Melbourne,Victoria,20.1,67.7,Summer,1,19.00215053763441,1.1,0
2023-01-14,Melbourne,Victoria,19.8,54.2,Summer,1,19.00215053763441,0.8,0
2023-01-15,Melbourne,Victoria,15.7,59.8,Summer,1,19.00215053763441,-3.3,0
2023-01-16,Melbourne,Victoria,20.4,47.8,Summer,1,19.00215053763441,1.4,0
2023-01-17,Melbourne,Victoria,21.4,61.7,Summer,1,19.00215053763441,2.4,0
2023-01-18,Melbourne,Victoria,23.7,59.8,Summer,1,19.00215053763441,4.7,0
2023-01-19,Melbourne,Victoria,24.2,62.1,Summer,1,19.00215053763441,5.2,0
2023-01-20,Melbourne,Victoria,27.0,64.2,Summer,1,19.00215053763441,8.0,0
2023-01-21,Melbourne,Victoria,24.5,54.1,Summer,1,19.00215053763441,5.5,0
2023-01-22,Melbourne,Victoria,16.8,63.5,Summer,1,19.00215053763441,-2.2,0
2023-01-23,Melbourne,Victoria,11.7,56.8,Summer,1,19.00215053763441,-7.3,0
2023-01-24,Melbourne,Victoria,16.7,56.8,Summer,1,19.00215053763441,-2.3,0
2023-01-25,Melbourne,Victoria,15.4,58.9,Summer,1,19.00215053763441,-3.6,0
2023-01-26,Melbourne,Victoria,17.7,57.9,Summer,1,19.00215053763441,-1.3,0
2023-01-27,Melbourne,Victoria,16.9,69.9,Summer,1,19.00215053763441,-2.1,0
2023-01-28,Melbourne,Victoria,20.2,49.9,Summer,1,19.00215053763441,1.2,0
2023-01-29,Melbourne,Victoria,18.6,47.5,Summer,1,19.00215053763441,-0.4,0
2023-01-30,Melbourne,Victoria,20.5,54.9,Summer,1,19.00215053763441,1.5,0
2023-01-31,Melbourne,Victoria,19.2,57.3,Summer,1,19.00215053763441,0.2,0
2023-02-01,Melbourne,Victoria,19.3,71.1,Summer,2,20.403529411764705,-1.1,0
2023-02-02,Melbourne,Victoria,23.1,59.5,Summer,2,20.403529411764705,2.7,0
2023-02-03,Melbourne,Victoria,15.9,73.2,Summer,2,20.403529411764705,-4.5,0
2023-02-04,Melbourne,Victoria,17.1,65.1,Summer,2,20.403529411764705,-3.3,0
2023-02-05,Melbourne,Victoria,17.9,63.4,Summer,2,20.403529411764705,-2.5,0
2023-02-06,Melbourne,Victoria,23.8,69.7,Summer,2,20.403529411764705,3.4,0
2023-02-07,Melbourne,Victoria,20.2,66.1,Summer,2,20.403529411764705,-0.2,0
2023-02-08,Melbourne,Victoria,20.9,65.8,Summer,2,20.403529411764705,0.5,0
2023-02-09,Melbourne,Victoria,17.7,50.5,Summer,2,20.403529411764705,-2.7,0
2023-02-10,Melbourne,Victoria,20.7,58.9,Summer,2,20.403529411764705,0.3,0
2023-02-11,Melbourne,Victoria,18.9,63.9,Summer,2,20.403529411764705,-1.5,0
2023-02-12,Melbourne,Victoria,16.5,54.5,Summer,2,20.403529411764705,-3.9,0
2023-02-13,Melbourne,Victoria,17.9,62.1,Summer,2,20.403529411764705,-2.5,0
2023-02-14,Melbourne,Victoria,20.6,58.5,Summer,2,20.403529411764705,0.2,0
2023-02-15,Melbourne,Victoria,20.7,57.8,Summer,2,20.403529411764705,0.3,0
2023-02-16,Melbourne,Victoria,22.0,64.5,Summer,2,20.403529411764705,1.6,0
2023-02-17,Melbourne,Victoria,25.3,64.2,Summer,2,20.403529411764705,4.9,0
2023-02-18,Melbourne,Victoria,23.2,69.4,Summer,2,20.403529411764705,2.8,0
2023-02-19,Melbourne,Victoria,20.7,61.6,Summer,2,20.403529411764705,0.3,0
2023-02-20,Melbourne,Victoria,18.2,63.0,Summer,2,20.403529411764705,-2.2,0
2023-02-21,Melbourne,Victoria,13.8,56.6,Summer,2,20.403529411764705,-6.6,0
2023-02-22,Melbourne,Victoria,14.3,66.0,Summer,2,20.403529411764705,-6.1,0
2023-02-23,Melbourne,Victoria,17.6,57.4,Summer,2,20.403529411764705,-2.8,0
2023-02-24,Melbourne,Victoria,17.3,59.8,Summer,2,20.403529411764705,-3.1,0
2023-02-25,Melbourne,Victoria,19.8,61.4,Summer,2,20.403529411764705,-0.6,0
2023-02-26,Melbourne,Victoria,17.9,59.7,Summer,2,20.403529411764705,-2.5,0
2023-02-27,Melbourne,Victoria,31.1,57.8,Summer,2,20.403529411764705,10.7,0
2023-02-28,Melbourne,Victoria,29.2,59.1,Summer,2,20.403529411764705,8.8,0
2023-03-01,Melbourne,Victoria,28.0,65.2,Autumn,3,18.633333333333333,9.37,0
2023-03-02,Melbourne,Victoria,24.3,69.8,Autumn,3,18.633333333333333,5.67,0
2023-03-03,Melbourne,Victoria,20.1,61.4,Autumn,3,18.633333333333333,1.47,0
2023-03-04,Melbourne,Victoria,25.8,57.2,Autumn,3,18.633333333333333,7.17,0
2023-03-05,Melbourne,Victoria,25.7,56.3,Autumn,3,18.633333333333333,7.07,0
2023-03-06,Melbourne,Victoria,26.1,64.6,Autumn,3,18.633333333333333,7.47,0
2023-03-07,Melbourne,Victoria,22.0,59.7,Autumn,3,18.633333333333333,3.37,0
2023-03-08,Melbourne,Victoria,16.9,58.2,Autumn,3,18.633333333333333,-1.73,0
2023-03-09,Melbourne,Victoria,20.6,59.7,Autumn,3,18.633333333333333,1.97,0
2023-03-10,Melbourne,Victoria,21.1,59.1,Autumn,3,18.633333333333333,2.47,0
2023-03-11,Melbourne,Victoria,17.3,57.7,Autumn,3,18.633333333333333,-1.33,0
2023-03-12,Melbourne,Victoria,20.4,68.1,Autumn,3,18.633333333333333,1.77,0
2023-03-13,Melbourne,Victoria,16.5,63.4,Autumn,3,18.633333333333333,-2.13,0
2023-03-14,Melbourne,Victoria,11.6,69.7,Autumn,3,18.633333333333333,-7.03,0
2023-03-15,Melbourne,Victoria,16.3,60.4,Autumn,3,18.633333333333333,-2.33,0
2023-03-16,Melbourne,Victoria,23.1,55.4,Autumn,3,18.633333333333333,4.47,0
2023-03-17,Melbourne,Victoria,19.6,66.2,Autumn,3,18.633333333333333,0.97,0
2023-03-18,Melbourne,Victoria,11.3,61.1,Autumn,3,18.633333333333333,-7.33,0
2023-03-19,Melbourne,Victoria,9.8,65.9,Autumn,3,18.633333333333333,-8.83,0
2023-03-20,Melbourne,Victoria,11.2,60.1,Autumn,3,18.633333333333333,-7.43,0
2023-03-21,Melbourne,Victoria,9.7,48.9,Autumn,3,18.633333333333333,-8.93,0
2023-03-22,Melbourne,Victoria,14.0,74.4,Autumn,3,18.633333333333333,-4.63,0
2023-03-23,Melbourne,Victoria,6.8,64.3,Autumn,3,18.633333333333333,-11.83,0
2023-03-24,Melbourne,Victoria,11.7,61.9,Autumn,3,18.633333333333333,-6.93,0
2023-03-25,Melbourne,Victoria,15.1,61.8,Autumn,3,18.633333333333333,-3.53,0
2023-03-26,Melbourne,Victoria,17.3,61.6,Autumn,3,18.633333333333333,-1.33,0
2023-03-27,Melbourne,Victoria,20.6,61.9,Autumn,3,18.633333333333333,1.97,0
2023-03-28,Melbourne,Victoria,24.8,66.2,Autumn,3,18.633333333333333,6.17,0
2023-03-29,Melbourne,Victoria,18.2,63.0,Autumn,3,18.633333333333333,-0.43,0
2023-03-30,Melbourne,Victoria,16.3,57.3,Autumn,3,18.633333333333333,-2.33,0
2023-03-31,Melbourne,Victoria,10.3,65.2,Autumn,3,18.633333333333333,-8.33,0
2023-04-01,Melbourne,Victoria,8.6,72.9,Autumn,4,16.34888888888889,-7.75,0
2023-04-02,Melbourne,Victoria,8.9,54.3,Autumn,4,16.34888888888889,-7.45,0
2023-04-03,Melbourne,Victoria,5.0,67.8,Autumn,4,16.34888888888889,-11.35,0
2023-04-04,Melbourne,Victoria,5.8,56.5,Autumn,4,16.34888888888889,-10.55,0
2023-04-05,Melbourne,Victoria,9.6,58.4,Autumn,4,16.34888888888889,-6.75,0
2023-04-06,Melbourne,Victoria,10.0,72.7,Autumn,4,16.34888888888889,-6.35,0
2023-04-07,Melbourne,Victoria,12.2,71.5,Autumn,4,16.34888888888889,-4.15,0
2023-04-08,Melbourne,Victoria,14.7,71.2,Autumn,4,16.34888888888889,-1.65,0
2023-04-09,Melbourne,Victoria,17.2,64.6,Autumn,4,16.34888888888889,0.85,0
2023-04-10,Melbourne,Victoria,13.7,70.6,Autumn,4,16.34888888888889,-2.65,0
