date,city,province,temperature,humidity,season
2025-06-19,Sydney,New South Wales,14.4,69.1,Winter
2025-06-20,Sydney,New South Wales,12.8,75.9,Winter
2025-06-21,Sydney,New South Wales,12.9,81.1,Winter
2025-06-22,Sydney,New South Wales,13.8,78.3,Winter
2025-06-23,Sydney,New South Wales,13.0,71.6,Winter
2025-06-24,Sydney,New South Wales,16.2,69.7,Winter
2025-06-25,Sydney,New South Wales,19.8,67.8,Winter
2025-06-26,Sydney,New South Wales,20.6,72.6,Winter
2025-06-27,Sydney,New South Wales,20.5,65.4,Winter
2025-06-28,Sydney,New South Wales,19.1,73.4,Winter
2025-06-29,Sydney,New South Wales,14.9,66.9,Winter
2025-06-30,Sydney,New South Wales,16.2,74.3,Winter
2025-07-01,Sydney,New South Wales,18.3,72.5,Winter
2025-07-02,Sydney,New South Wales,15.9,57.8,Winter
2025-07-03,Sydney,New South Wales,13.9,66.3,Winter
2025-07-04,Sydney,New South Wales,16.4,78.8,Winter
2025-07-05,Sydney,New South Wales,16.7,75.9,Winter
2025-07-06,Sydney,New South Wales,17.7,61.1,Winter
2025-07-07,Sydney,New South Wales,17.3,58.5,Winter
2025-07-08,Sydney,New South Wales,18.8,63.9,Winter
2025-07-09,Sydney,New South Wales,14.5,58.3,Winter
2025-07-10,Sydney,New South Wales,13.2,71.5,Winter
2025-07-11,Sydney,New South Wales,15.4,61.3,Winter
2025-07-12,Sydney,New South Wales,15.0,72.3,Winter
2025-07-13,Sydney,New South Wales,16.0,70.3,Winter
2025-07-14,Sydney,New South Wales,15.2,67.6,Winter
2025-07-15,Sydney,New South Wales,12.2,68.5,Winter
2025-07-16,Sydney,New South Wales,13.6,59.9,Winter
2025-07-17,Sydney,New South Wales,16.5,68.7,Winter
2025-07-18,Sydney,New South Wales,17.3,67.0,Winter
2025-07-19,Sydney,New South Wales,18.5,63.1,Winter
2025-07-20,Sydney,New South Wales,17.4,50.8,Winter
2025-07-21,Sydney,New South Wales,18.7,73.5,Winter
2025-07-22,Sydney,New South Wales,18.8,63.8,Winter
2025-07-23,Sydney,New South Wales,17.6,69.3,Winter
2025-07-24,Sydney,New South Wales,16.1,58.7,Winter
2025-07-25,Sydney,New South Wales,17.5,59.7,Winter
2025-07-26,Sydney,New South Wales,9.7,65.6,Winter
2025-07-27,Sydney,New South Wales,11.9,65.2,Winter
2025-07-28,Sydney,New South Wales,15.8,74.5,Winter
2025-07-29,Sydney,New South Wales,15.3,79.7,Winter
2025-07-30,Sydney,New South Wales,15.4,69.5,Winter
2025-07-31,Sydney,New South Wales,13.9,60.4,Winter
2025-08-01,Sydney,New South Wales,17.8,54.6,Winter
2025-08-02,Sydney,New South Wales,17.9,54.0,Winter
2025-08-03,Sydney,New South Wales,18.3,60.6,Winter
2025-08-04,Sydney,New South Wales,15.3,61.7,Winter
2025-08-05,Sydney,New South Wales,15.4,64.0,Winter
2025-08-06,Sydney,New South Wales,16.4,64.0,Winter
2025-08-07,Sydney,New South Wales,18.5,66.9,Winter
2025-08-08,Sydney,New South Wales,17.3,62.1,Winter
2025-08-09,Sydney,New South Wales,13.1,75.0,Winter
2025-08-10,Sydney,New South Wales,16.1,57.1,Winter
2025-08-11,Sydney,New South Wales,19.8,60.4,Winter
2025-08-12,Sydney,New South Wales,16.0,71.2,Winter
2025-08-13,Sydney,New South Wales,17.5,60.8,Winter
2025-08-14,Sydney,New South Wales,18.2,69.2,Winter
2025-08-15,Sydney,New South Wales,15.0,54.7,Winter
2025-08-16,Sydney,New South Wales,14.5,66.7,Winter
2025-08-17,Sydney,New South Wales,13.7,71.3,Winter
2025-08-18,Sydney,New South Wales,13.0,68.9,Winter
2025-08-19,Sydney,New South Wales,13.0,57.9,Winter
2025-08-20,Sydney,New South Wales,16.0,71.3,Winter
2025-08-21,Sydney,New South Wales,15.4,57.9,Winter
2025-08-22,Sydney,New South Wales,19.8,63.5,Winter
2025-08-23,Sydney,New South Wales,19.0,66.9,Winter
2025-08-24,Sydney,New South Wales,24.0,59.3,Winter
2025-08-25,Sydney,New South Wales,20.3,64.8,Winter
2025-08-26,Sydney,New South Wales,16.1,54.6,Winter
2025-08-27,Sydney,New South Wales,15.2,56.2,Winter
2025-08-28,Sydney,New South Wales,11.0,68.2,Winter
2025-08-29,Sydney,New South Wales,14.5,58.8,Winter
2025-08-30,Sydney,New South Wales,14.1,54.5,Winter
2025-08-31,Sydney,New South Wales,14.5,54.7,Winter
2025-09-01,Sydney,New South Wales,16.1,62.2,Spring
2025-09-02,Sydney,New South Wales,13.4,61.3,Spring
2025-09-03,Sydney,New South Wales,17.4,63.5,Spring
2025-09-04,Sydney,New South Wales,14.1,74.7,Spring
2025-09-05,Sydney,New South Wales,15.1,49.0,Spring
2025-09-06,Sydney,New South Wales,11.6,69.3,Spring
2025-09-07,Sydney,New South Wales,14.8,62.6,Spring
2025-09-08,Sydney,New South Wales,17.6,54.3,Spring
2025-09-09,Sydney,New South Wales,17.3,60.8,Spring
2025-09-10,Sydney,New South Wales,17.8,56.7,Spring
2025-09-11,Sydney,New South Wales,19.5,58.0,Spring
2025-09-12,Sydney,New South Wales,14.8,65.2,Spring
2025-09-13,Sydney,New South Wales,19.0,57.1,Spring
2025-09-14,Sydney,New South Wales,15.6,62.1,Spring
2025-09-15,Sydney,New South Wales,13.9,61.8,Spring
2025-09-16,Sydney,New South Wales,15.9,52.6,Spring
2025-09-17,Sydney,New South Wales,14.9,54.5,Spring
2025-09-18,Sydney,New South Wales,16.3,65.4,Spring
2025-09-19,Sydney,New South Wales,19.8,59.6,Spring
2025-09-20,Sydney,New South Wales,19.9,59.4,Spring
2025-09-21,Sydney,New South Wales,16.2,60.8,Spring
2025-09-22,Sydney,New South Wales,16.8,72.0,Spring
2025-09-23,Sydney,New South Wales,16.2,55.6,Spring
2025-09-24,Sydney,New South Wales,17.6,57.2,Spring
2025-09-25,Sydney,New South Wales,12.0,63.6,Spring
2025-09-26,Sydney,New South Wales,15.5,67.3,Spring
2025-09-27,Sydney,New South Wales,15.9,56.3,Spring
2025-09-28,Sydney,New South Wales,17.2,66.7,Spring
2025-09-29,Sydney,New South Wales,13.6,67.5,Spring
2025-09-30,Sydney,New South Wales,13.7,55.6,Spring
2025-10-01,Sydney,New South Wales,17.7,63.7,Spring
2025-10-02,Sydney,New South Wales,18.3,74.8,Spring
2025-10-03,Sydney,New South Wales,15.8,66.9,Spring
2025-10-04,Sydney,New South Wales,16.4,65.1,Spring
2025-10-05,Sydney,New South Wales,14.7,51.5,Spring
2025-10-06,Sydney,New South Wales,10.6,61.1,Spring
2025-10-07,Sydney,New South Wales,9.7,47.7,Spring
2025-10-08,Sydney,New South Wales,11.2,58.2,Spring
2025-10-09,Sydney,New South Wales,12.5,58.1,Spring
2025-10-10,Sydney,New South Wales,12.7,58.8,Spring
2025-10-11,Sydney,New South Wales,13.2,52.3,Spring
2025-10-12,Sydney,New South Wales,14.0,57.4,Spring
2025-10-13,Sydney,New South Wales,12.2,58.5,Spring
2025-10-14,Sydney,New South Wales,15.3,61.8,Spring
2025-10-15,Sydney,New South Wales,16.2,64.9,Spring
2025-10-16,Sydney,New South Wales,19.3,65.5,Spring
2025-10-17,Sydney,New South Wales,22.6,63.2,Spring
2025-10-18,Sydney,New South Wales,25.9,66.7,Spring
2025-10-19,Sydney,New South Wales,24.9,69.6,Spring
2025-10-20,Sydney,New South Wales,23.1,67.3,Spring
2025-10-21,Sydney,New South Wales,23.3,64.4,Spring
2025-10-22,Sydney,New South Wales,23.9,64.2,Spring
2025-10-23,Sydney,New South Wales,21.4,60.0,Spring
2025-10-24,Sydney,New South Wales,22.0,66.9,Spring
2025-10-25,Sydney,New South Wales,18.3,58.6,Spring
2025-10-26,Sydney,New South Wales,16.2,70.3,Spring
2025-10-27,Sydney,New South Wales,19.5,64.5,Spring
2025-10-28,Sydney,New South Wales,17.5,65.5,Spring
2025-10-29,Sydney,New South Wales,20.8,63.1,Spring
2025-10-30,Sydney,New South Wales,21.0,58.5,Spring
2025-10-31,Sydney,New South Wales,17.4,64.3,Spring
2025-11-01,Sydney,New South Wales,19.4,67.9,Spring
2025-11-02,Sydney,New South Wales,14.4,72.3,Spring
2025-11-03,Sydney,New South Wales,17.7,76.1,Spring
2025-11-04,Sydney,New South Wales,18.8,72.4,Spring
2025-11-05,Sydney,New South Wales,13.1,65.5,Spring
2025-11-06,Sydney,New South Wales,14.9,56.0,Spring
2025-11-07,Sydney,New South Wales,16.3,66.7,Spring
2025-11-08,Sydney,New South Wales,17.5,74.4,Spring
2025-11-09,Sydney,New South Wales,16.5,60.2,Spring
2025-11-10,Sydney,New South Wales,16.1,63.9,Spring
2025-11-11,Sydney,New South Wales,17.0,68.5,Spring
2025-11-12,Sydney,New South Wales,16.5,74.3,Spring
2025-11-13,Sydney,New South Wales,18.7,73.8,Spring
2025-11-14,Sydney,New South Wales,22.9,66.4,Spring
2025-11-15,Sydney,New South Wales,22.7,67.7,Spring
2025-11-16,Sydney,New South Wales,19.7,64.5,Spring
2025-11-17,Sydney,New South Wales,20.7,71.9,Spring
2025-11-18,Sydney,New South Wales,19.0,71.2,Spring
2025-11-19,Sydney,New South Wales,18.9,68.5,Spring
2025-11-20,Sydney,New South Wales,18.0,70.1,Spring
2025-11-21,Sydney,New South Wales,19.4,76.1,Spring
2025-11-22,Sydney,New South Wales,23.6,61.2,Spring
2025-11-23,Sydney,New South Wales,20.9,54.5,Spring
2025-11-24,Sydney,New South Wales,22.5,69.7,Spring
2025-11-25,Sydney,New South Wales,24.4,52.3,Spring
2025-11-26,Sydney,New South Wales,23.5,64.9,Spring
2025-11-27,Sydney,New South Wales,23.8,68.9,Spring
2025-11-28,Sydney,New South Wales,25.3,58.6,Spring
2025-11-29,Sydney,New South Wales,23.4,66.0,Spring
2025-11-30,Sydney,New South Wales,24.4,66.5,Spring
2025-12-01,Sydney,New South Wales,27.8,68.6,Summer
2025-12-02,Sydney,New South Wales,26.6,72.9,Summer
2025-12-03,Sydney,New South Wales,24.4,70.8,Summer
2025-12-04,Sydney,New South Wales,22.8,66.6,Summer
2025-12-05,Sydney,New South Wales,18.7,69.0,Summer
2025-12-06,Sydney,New South Wales,19.0,73.2,Summer
2025-12-07,Sydney,New South Wales,23.5,69.2,Summer
2025-12-08,Sydney,New South Wales,24.2,66.5,Summer
2025-12-09,Sydney,New South Wales,23.0,66.4,Summer
2025-12-10,Sydney,New South Wales,22.6,71.3,Summer
2025-12-11,Sydney,New South Wales,26.2,74.7,Summer
2025-12-12,Sydney,New South Wales,25.1,69.4,Summer
2025-12-13,Sydney,New South Wales,19.7,77.8,Summer
2025-12-14,Sydney,New South Wales,24.9,69.2,Summer
2025-12-15,Sydney,New South Wales,24.5,56.5,Summer
2025-12-16,Sydney,New South Wales,23.0,62.9,Summer
2025-12-17,Sydney,New South Wales,20.9,65.2,Summer
2025-12-18,Sydney,New South Wales,21.1,74.3,Summer
2025-12-19,Sydney,New South Wales,23.1,67.4,Summer
2025-12-20,Sydney,New South Wales,21.9,65.6,Summer
2025-12-21,Sydney,New South Wales,23.6,66.9,Summer
2025-12-22,Sydney,New South Wales,19.5,54.2,Summer
2025-12-23,Sydney,New South Wales,21.3,70.5,Summer
2025-12-24,Sydney,New South Wales,19.9,71.8,Summer
2025-12-25,Sydney,New South Wales,21.7,70.5,Summer
2025-12-26,Sydney,New South Wales,22.5,73.8,Summer
2025-12-27,Sydney,New South Wales,21.3,78.4,Summer
2025-12-28,Sydney,New South Wales,21.6,78.0,Summer
2025-12-29,Sydney,New South Wales,23.3,68.1,Summer
2025-12-30,Sydney,New South Wales,27.6,65.2,Summer
2025-12-31,Sydney,New South Wales,23.1,71.2,Summer
2023-01-01,Melbourne,Victoria,18.9,57.3,Summer
2023-01-02,Melbourne,Victoria,17.5,64.6,Summer
2023-01-03,Melbourne,Victoria,20.1,59.0,Summer
2023-01-04,Melbourne,Victoria,13.6,65.9,Summer
2023-01-05,Melbourne,Victoria,16.5,49.6,Summer
2023-01-06,Melbourne,Victoria,15.4,53.9,Summer
2023-01-07,Melbourne,Victoria,18.3,51.9,Summer
2023-01-08,Melbourne,Victoria,19.8,59.4,Summer
2023-01-09,Melbourne,Victoria,14.2,52.8,Summer
2023-01-10,Melbourne,Victoria,18.0,61.6,Summer
2023-01-11,Melbourne,Victoria,20.7,57.1,Summer
2023-01-12,Melbourne,Victoria,23.5,51.9,Summer
2023-01-13,Melbourne,Victoria,20.1,67.7,Summer
2023-01-14,Melbourne,Victoria,19.8,54.2,Summer
2023-01-15,Melbourne,Victoria,15.7,59.8,Summer
2023-01-16,Melbourne,Victoria,20.4,47.8,Summer
2023-01-17,Melbourne,Victoria,21.4,61.7,Summer
2023-01-18,Melbourne,Victoria,23.7,59.8,Summer
2023-01-19,Melbourne,Victoria,24.2,62.1,Summer
2023-01-20,Melbourne,Victoria,27.0,64.2,Summer
2023-01-21,Melbourne,Victoria,24.5,54.1,Summer
2023-01-22,Melbourne,Victoria,16.8,63.5,Summer
2023-01-23,Melbourne,Victoria,11.7,56.8,Summer
2023-01-24,Melbourne,Victoria,16.7,56.8,Summer
2023-01-25,Melbourne,Victoria,15.4,58.9,Summer
2023-01-26,Melbourne,Victoria,17.7,57.9,Summer
2023-01-27,Melbourne,Victoria,16.9,69.9,Summer
2023-01-28,Melbourne,Victoria,20.2,49.9,Summer
2023-01-29,Melbourne,Victoria,18.6,47.5,Summer
2023-01-30,Melbourne,Victoria,20.5,54.9,Summer
2023-01-31,Melbourne,Victoria,19.2,57.3,Summer
2023-02-01,Melbourne,Victoria,19.3,71.1,Summer
2023-02-02,Melbourne,Victoria,23.1,59.5,Summer
2023-02-03,Melbourne,Victoria,15.9,73.2,Summer
2023-02-04,Melbourne,Victoria,17.1,65.1,Summer
2023-02-05,Melbourne,Victoria,17.9,63.4,Summer
2023-02-06,Melbourne,Victoria,23.8,69.7,Summer
2023-02-07,Melbourne,Victoria,20.2,66.1,Summer
2023-02-08,Melbourne,Victoria,20.9,65.8,Summer
2023-02-09,Melbourne,Victoria,17.7,50.5,Summer
2023-02-10,Melbourne,Victoria,20.7,58.9,Summer
2023-02-11,Melbourne,Victoria,18.9,63.9,Summer
2023-02-12,Melbourne,Victoria,16.5,54.5,Summer
2023-02-13,Melbourne,Victoria,17.9,62.1,Summer
2023-02-14,Melbourne,Victoria,20.6,58.5,Summer
2023-02-15,Melbourne,Victoria,20.7,57.8,Summer
2023-02-16,Melbourne,Victoria,22.0,64.5,Summer
2023-02-17,Melbourne,Victoria,25.3,64.2,Summer
2023-02-18,Melbourne,Victoria,23.2,69.4,Summer
2023-02-19,Melbourne,Victoria,20.7,61.6,Summer
2023-02-20,Melbourne,Victoria,18.2,63.0,Summer
2023-02-21,Melbourne,Victoria,13.8,56.6,Summer
2023-02-22,Melbourne,Victoria,14.3,66.0,Summer
2023-02-23,Melbourne,Victoria,17.6,57.4,Summer
2023-02-24,Melbourne,Victoria,17.3,59.8,Summer
2023-02-25,Melbourne,Victoria,19.8,61.4,Summer
2023-02-26,Melbourne,Victoria,17.9,59.7,Summer
2023-02-27,Melbourne,Victoria,31.1,57.8,Summer
2023-02-28,Melbourne,Victoria,29.2,59.1,Summer
2023-03-01,Melbourne,Victoria,28.0,65.2,Autumn
2023-03-02,Melbourne,Victoria,24.3,69.8,Autumn
2023-03-03,Melbourne,Victoria,20.1,61.4,Autumn
2023-03-04,Melbourne,Victoria,25.8,57.2,Autumn
2023-03-05,Melbourne,Victoria,25.7,56.3,Autumn
2023-03-06,Melbourne,Victoria,26.1,64.6,Autumn
2023-03-07,Melbourne,Victoria,22.0,59.7,Autumn
2023-03-08,Melbourne,Victoria,16.9,58.2,Autumn
2023-03-09,Melbourne,Victoria,20.6,59.7,Autumn
2023-03-10,Melbourne,Victoria,21.1,59.1,Autumn
2023-03-11,Melbourne,Victoria,17.3,57.7,Autumn
2023-03-12,Melbourne,Victoria,20.4,68.1,Autumn
2023-03-13,Melbourne,Victoria,16.5,63.4,Autumn
2023-03-14,Melbourne,Victoria,11.6,69.7,Autumn
2023-03-15,Melbourne,Victoria,16.3,60.4,Autumn
2023-03-16,Melbourne,Victoria,23.1,55.4,Autumn
2023-03-17,Melbourne,Victoria,19.6,66.2,Autumn
2023-03-18,Melbourne,Victoria,11.3,61.1,Autumn
2023-03-19,Melbourne,Victoria,9.8,65.9,Autumn
2023-03-20,Melbourne,Victoria,11.2,60.1,Autumn
2023-03-21,Melbourne,Victoria,9.7,48.9,Autumn
2023-03-22,Melbourne,Victoria,14.0,74.4,Autumn
2023-03-23,Melbourne,Victoria,6.8,64.3,Autumn
2023-03-24,Melbourne,Victoria,11.7,61.9,Autumn
2023-03-25,Melbourne,Victoria,15.1,61.8,Autumn
2023-03-26,Melbourne,Victoria,17.3,61.6,Autumn
2023-03-27,Melbourne,Victoria,20.6,61.9,Autumn
2023-03-28,Melbourne,Victoria,24.8,66.2,Autumn
2023-03-29,Melbourne,Victoria,18.2,63.0,Autumn
2023-03-30,Melbourne,Victoria,16.3,57.3,Autumn
2023-03-31,Melbourne,Victoria,10.3,65.2,Autumn
2023-04-01,Melbourne,Victoria,8.6,72.9,Autumn
2023-04-02,Melbourne,Victoria,8.9,54.3,Autumn
2023-04-03,Melbourne,Victoria,5.0,67.8,Autumn
2023-04-04,Melbourne,Victoria,5.8,56.5,Autumn
2023-04-05,Melbourne,Victoria,9.6,58.4,Autumn
2023-04-06,Melbourne,Victoria,10.0,72.7,Autumn
2023-04-07,Melbourne,Victoria,12.2,71.5,Autumn
2023-04-08,Melbourne,Victoria,14.7,71.2,Autumn
2023-04-09,Melbourne,Victoria,17.2,64.6,Autumn
2023-04-10,Melbourne,Victoria,13.7,70.6,Autumn
2023-04-11,Melbourne,Victoria,15.4,66.0,Autumn
2023-04-12,Melbourne,Victoria,19.2,81.2,Autumn
2023-04-13,Melbourne,Victoria,15.0,60.4,Autumn
2023-04-14,Melbourne,Victoria,22.9,57.6,Autumn
2023-04-15,Melbourne,Victoria,18.9,72.3,Autumn
2023-04-16,Melbourne,Victoria,11.2,67.0,Autumn
2023-04-17,Melbourne,Victoria,11.8,77.0,Autumn
2023-04-18,Melbourne,Victoria,13.3,48.8,Autumn
2023-04-19,Melbourne,Victoria,11.9,63.3,Autumn
2023-04-20,Melbourne,Victoria,13.9,56.3,Autumn
2023-04-21,Melbourne,Victoria,16.3,67.4,Autumn
2023-04-22,Melbourne,Victoria,18.0,68.7,Autumn
2023-04-23,Melbourne,Victoria,18.5,73.0,Autumn
2023-04-24,Melbourne,Victoria,16.9,68.3,Autumn
2023-04-25,Melbourne,Victoria,11.0,66.7,Autumn
2023-04-26,Melbourne,Victoria,16.1,73.5,Autumn
2023-04-27,Melbourne,Victoria,15.1,73.1,Autumn
2023-04-28,Melbourne,Victoria,15.8,49.8,Autumn
2023-04-29,Melbourne,Victoria,16.1,55.4,Autumn
2023-04-30,Melbourne,Victoria,16.7,63.7,Autumn
2023-05-01,Melbourne,Victoria,8.7,85.6,Autumn
2023-05-02,Melbourne,Victoria,10.1,69.9,Autumn
2023-05-03,Melbourne,Victoria,5.8,78.5,Autumn
2023-05-04,Melbourne,Victoria,10.7,68.4,Autumn
2023-05-05,Melbourne,Victoria,11.0,69.8,Autumn
2023-05-06,Melbourne,Victoria,15.1,75.5,Autumn
2023-05-07,Melbourne,Victoria,14.8,81.3,Autumn
2023-05-08,Melbourne,Victoria,19.8,79.7,Autumn
2023-05-09,Melbourne,Victoria,21.7,71.3,Autumn
2023-05-10,Melbourne,Victoria,20.5,72.7,Autumn
2023-05-11,Melbourne,Victoria,24.0,63.5,Autumn
2023-05-12,Melbourne,Victoria,19.6,72.8,Autumn
2023-05-13,Melbourne,Victoria,24.1,73.7,Autumn
2023-05-14,Melbourne,Victoria,23.3,73.4,Autumn
2023-05-15,Melbourne,Victoria,20.9,66.1,Autumn
2023-05-16,Melbourne,Victoria,20.9,79.7,Autumn
2023-05-17,Melbourne,Victoria,18.2,68.8,Autumn
2023-05-18,Melbourne,Victoria,18.9,72.5,Autumn
2023-05-19,Melbourne,Victoria,17.5,81.1,Autumn
2023-05-20,Melbourne,Victoria,17.5,69.3,Autumn
2023-05-21,Melbourne,Victoria,23.0,63.0,Autumn
2023-05-22,Melbourne,Victoria,20.5,80.7,Autumn
2023-05-23,Melbourne,Victoria,11.2,79.7,Autumn
2023-05-24,Melbourne,Victoria,14.3,62.9,Autumn
2023-05-25,Melbourne,Victoria,12.9,69.4,Autumn
2023-05-26,Melbourne,Victoria,9.9,73.6,Autumn
2023-05-27,Melbourne,Victoria,10.6,82.3,Autumn
2023-05-28,Melbourne,Victoria,7.6,78.5,Autumn
2023-05-29,Melbourne,Victoria,11.1,69.4,Autumn
2023-05-30,Melbourne,Victoria,10.7,71.7,Autumn
2023-05-31,Melbourne,Victoria,14.9,74.8,Autumn
2023-06-01,Melbourne,Victoria,11.8,83.2,Winter
2023-06-02,Melbourne,Victoria,13.2,83.5,Winter
2023-06-03,Melbourne,Victoria,10.4,79.6,Winter
2023-06-04,Melbourne,Victoria,7.4,93.7,Winter
2023-06-05,Melbourne,Victoria,12.4,88.4,Winter
2023-06-06,Melbourne,Victoria,6.3,71.6,Winter
2023-06-07,Melbourne,Victoria,10.2,83.3,Winter
2023-06-08,Melbourne,Victoria,8.1,75.9,Winter
2023-06-09,Melbourne,Victoria,5.0,82.2,Winter
2023-06-10,Melbourne,Victoria,9.9,79.8,Winter
2023-06-11,Melbourne,Victoria,11.0,52.8,Winter
2023-06-12,Melbourne,Victoria,11.2,62.4,Winter
2023-06-13,Melbourne,Victoria,14.3,77.6,Winter
2023-06-14,Melbourne,Victoria,13.0,69.1,Winter
2023-06-15,Melbourne,Victoria,11.7,82.7,Winter
2023-06-16,Melbourne,Victoria,9.3,72.1,Winter
2023-06-17,Melbourne,Victoria,12.2,69.8,Winter
2023-06-18,Melbourne,Victoria,9.1,84.5,Winter
2023-06-19,Melbourne,Victoria,9.7,70.8,Winter
2023-06-20,Melbourne,Victoria,7.5,81.4,Winter
2023-06-21,Melbourne,Victoria,8.0,74.7,Winter
2023-06-22,Melbourne,Victoria,6.4,76.6,Winter
2023-06-23,Melbourne,Victoria,8.7,67.5,Winter
2023-06-24,Melbourne,Victoria,14.8,84.3,Winter
2023-06-25,Melbourne,Victoria,14.7,81.9,Winter
2023-06-26,Melbourne,Victoria,7.2,77.3,Winter
2023-06-27,Melbourne,Victoria,9.8,77.5,Winter
2023-06-28,Melbourne,Victoria,13.5,76.9,Winter
2023-06-29,Melbourne,Victoria,14.8,80.4,Winter
2023-06-30,Melbourne,Victoria,15.9,82.5,Winter
2023-07-01,Melbourne,Victoria,14.0,74.1,Winter
2023-07-02,Melbourne,Victoria,12.3,85.1,Winter
2023-07-03,Melbourne,Victoria,7.8,69.9,Winter
2023-07-04,Melbourne,Victoria,4.2,73.2,Winter
2023-07-05,Melbourne,Victoria,7.7,70.6,Winter
2023-07-06,Melbourne,Victoria,12.0,80.0,Winter
2023-07-07,Melbourne,Victoria,17.0,73.8,Winter
2023-07-08,Melbourne,Victoria,16.2,76.5,Winter
2023-07-09,Melbourne,Victoria,17.4,64.7,Winter
2023-07-10,Melbourne,Victoria,13.9,72.1,Winter
2023-07-11,Melbourne,Victoria,12.8,80.3,Winter
2023-07-12,Melbourne,Victoria,9.7,72.4,Winter
2023-07-13,Melbourne,Victoria,10.0,78.6,Winter
2023-07-14,Melbourne,Victoria,7.3,91.2,Winter
2023-07-15,Melbourne,Victoria,3.6,76.8,Winter
2023-07-16,Melbourne,Victoria,1.5,67.2,Winter
2023-07-17,Melbourne,Victoria,6.9,75.5,Winter
2023-07-18,Melbourne,Victoria,5.3,76.8,Winter
2023-07-19,Melbourne,Victoria,14.7,80.6,Winter
2023-07-20,Melbourne,Victoria,16.9,85.7,Winter
2023-07-21,Melbourne,Victoria,19.5,71.2,Winter
2023-07-22,Melbourne,Victoria,17.9,66.2,Winter
2023-07-23,Melbourne,Victoria,16.6,74.9,Winter
2023-07-24,Melbourne,Victoria,13.4,79.3,Winter
2023-07-25,Melbourne,Victoria,8.9,72.8,Winter
2023-07-26,Melbourne,Victoria,9.7,74.6,Winter
2023-07-27,Melbourne,Victoria,5.9,67.9,Winter
2023-07-28,Melbourne,Victoria,5.6,74.2,Winter
2023-07-29,Melbourne,Victoria,7.9,68.1,Winter
2023-07-30,Melbourne,Victoria,10.1,60.6,Winter
2023-07-31,Melbourne,Victoria,7.8,70.1,Winter
2023-08-01,Melbourne,Victoria,5.5,78.2,Winter
2023-08-02,Melbourne,Victoria,0.5,75.0,Winter
2023-08-03,Melbourne,Victoria,5.8,67.3,Winter
2023-08-04,Melbourne,Victoria,4.6,76.1,Winter
2023-08-05,Melbourne,Victoria,9.0,78.1,Winter
2023-08-06,Melbourne,Victoria,12.6,75.2,Winter
2023-08-07,Melbourne,Victoria,4.3,78.2,Winter
2023-08-08,Melbourne,Victoria,3.1,70.6,Winter
2023-08-09,Melbourne,Victoria,2.0,72.0,Winter
2023-08-10,Melbourne,Victoria,6.5,69.0,Winter
2023-08-11,Melbourne,Victoria,12.9,78.5,Winter
2023-08-12,Melbourne,Victoria,13.2,65.5,Winter
2023-08-13,Melbourne,Victoria,17.3,69.9,Winter
2023-08-14,Melbourne,Victoria,13.9,72.3,Winter
2023-08-15,Melbourne,Victoria,5.7,73.1,Winter
2023-08-16,Melbourne,Victoria,8.8,69.5,Winter
2023-08-17,Melbourne,Victoria,8.1,71.9,Winter
2023-08-18,Melbourne,Victoria,9.8,76.2,Winter
2023-08-19,Melbourne,Victoria,9.0,63.9,Winter
2023-08-20,Melbourne,Victoria,11.6,81.0,Winter
2023-08-21,Melbourne,Victoria,13.7,69.4,Winter
2023-08-22,Melbourne,Victoria,9.2,68.9,Winter
2023-08-23,Melbourne,Victoria,11.3,69.4,Winter
2023-08-24,Melbourne,Victoria,11.3,73.4,Winter
2023-08-25,Melbourne,Victoria,11.2,77.3,Winter
2023-08-26,Melbourne,Victoria,9.7,75.5,Winter
2023-08-27,Melbourne,Victoria,11.0,72.9,Winter
2023-08-28,Melbourne,Victoria,9.6,66.4,Winter
2023-08-29,Melbourne,Victoria,0.1,72.7,Winter
2023-08-30,Melbourne,Victoria,9.2,66.4,Winter
2023-08-31,Melbourne,Victoria,8.9,63.1,Winter
2023-09-01,Melbourne,Victoria,12.6,75.4,Spring
2023-09-02,Melbourne,Victoria,15.0,69.4,Spring
2023-09-03,Melbourne,Victoria,19.9,66.4,Spring
2023-09-04,Melbourne,Victoria,18.0,74.7,Spring
2023-09-05,Melbourne,Victoria,16.9,73.7,Spring
2023-09-06,Melbourne,Victoria,21.8,67.8,Spring
2023-09-07,Melbourne,Victoria,17.0,63.3,Spring
2023-09-08,Melbourne,Victoria,16.1,72.6,Spring
2023-09-09,Melbourne,Victoria,10.5,69.1,Spring
2023-09-10,Melbourne,Victoria,18.5,63.2,Spring
2023-09-11,Melbourne,Victoria,17.4,52.3,Spring
2023-09-12,Melbourne,Victoria,14.5,62.4,Spring
2023-09-13,Melbourne,Victoria,15.6,61.7,Spring
2023-09-14,Melbourne,Victoria,15.3,66.5,Spring
2023-09-15,Melbourne,Victoria,13.9,68.6,Spring
2023-09-16,Melbourne,Victoria,10.7,75.6,Spring
2023-09-17,Melbourne,Victoria,5.3,68.3,Spring
2023-09-18,Melbourne,Victoria,8.0,84.6,Spring
2023-09-19,Melbourne,Victoria,10.3,73.3,Spring
2023-09-20,Melbourne,Victoria,4.9,63.6,Spring
2023-09-21,Melbourne,Victoria,8.4,66.9,Spring
2023-09-22,Melbourne,Victoria,11.5,69.6,Spring
2023-09-23,Melbourne,Victoria,9.5,68.5,Spring
2023-09-24,Melbourne,Victoria,13.1,73.0,Spring
